Fleet,HelmName,RaceNo,Code
Amateur,Tim Gulland,5,ATT
Amateur,Mark Palmer,5,ATT
Amateur,Simon Chippington,5,ATT
Amateur,Charles Milner,5,ATT
Amateur,Peter Whitmore,5,ATT
Amateur,Bob Ingram,5,ATT
Amateur,Daryl Langford,5,ATT
Amateur,Larry Chan,5,ATT
Amateur,Andy Stuart-William,5,ATT
Amateur,Tyler Baker,5,ATT
Amateur,Nick Deakin,5,ATT
Amateur,Josh Lane,5,ATT
Amateur,Lewis Limm,5,ATT
Amateur,tom Harrison,5,ATT
Amateur,Katherine Skinner,5,ATT
Amateur,Alexander Smith,5,ATT
